id	text	misogynous	aggressiveness
5873	<MENTION_1> quando l'ho fatto io tipo in 4 mi hanno scritto "ma il tuo ragazzo non é geloso?", altri 2 "ti scop3rei", altri 7 "copriti" e in 6 "fanno bene a dirti che sei troia"&#x1f643;	0	0
5874	<MENTION_1> alla prossima benigni fa la balena??? ha un tantinello rotto i maroni, a noi e a pinocchio stesso!	0	0
5875	io anna la prenderei a schiaffi #TemptationIsland	0	0
5876	<MENTION_1> <MENTION_2> In che senso "prestare attenzione"? È vero che è privata, ma se lo scopo è scoprire i possibili contagi se allertati si dovrebbe fare lo screening, altrimenti l'app è inutile. E ci si dovrebbe mettere in autoisolamento in	0	0
5877	<MENTION_1> che bel buco del culo che hai	1	1
5878	Comunque sti uagliuncelli del cazzo che mettono la musica sotto la finestra della camera in cui dorme mio padre (tornato stanchissimo da lavoro come sempre) li prenderei a schiaffi uno a uno	0	0
5879	<MENTION_1> Che bel culo,meglio senza niente...	1	0
5880	<MENTION_1> Vieni che ti scopo tutta	1	1
5881	<MENTION_1> <MENTION_2> sei una porca maiala suina scrofa indecente	1	1
5882	<MENTION_1> Tutti in Romagna a mangiare piadine e a prendere schiaffi	1	0
5883	TESTO PRESO DA UN ULTRAS BIANCONERO Tutti quegli IDIOTI GIUVENDINI che sperano in una vittoria dell'Atalanta e che probabilmente non si sono mai mossi dal proprio divano dove comodamente hanno guardato su Sky le partite in compagnia di quella culona della loro moglie vorrei pag	1	0
5884	<MENTION_1> In gola quella fica e quelle tette vorrei	1	0
5885	Carabinieri a Piacenza, le torture agli stranieri in lacrime e il raid per lo sconto sull'auto: "Che schiaffi, come Gomorra"	0	0
5886	<MENTION_1> La castrazione solo se non è bianco, altrimenti la bambina se l'è cercata	1	0
5887	<MENTION_1> io prenderei a schiaffi te, cazzo cambi il nick? basita	0	0
5888	<MENTION_1> Mmmmmm una brava pompinara &#x1f60b;&#x1f60b;&#x1f60b;	1	0
5889	quando riprendete vecchi tweet o post di instagram in cui ci sono frasi sessiste e razziste vi dico che io ho scoperto la differenza fra nero e n**ro solo 4 mesi fa, dicevo frasi del tipo “ti stupro” e pensavo che i gay non potessero adottare figli	0	0
5890	non ti scopo neanche col cazzo di un altro	1	0
5891	Ma quanto è brutto sentirsi dire dal proprio fidanzato che sei acida solo perché non hai avuto figli.MA CHE CAZZO NE SAI SE ANTONELLA PER QUESTA COSA GIÀ NE SOFFRE DI SUO MA COME TI PERMETTI DI DISTRUGGERE L’EMOTIVITÀ DI UNA PERSONA MERDA RARA. #TemptationIsland	0	0
5892	<MENTION_1> A prenderlo a schiaffi	0	0
5893	<MENTION_1> Che pagliaccio, omette di dire che ha il monte ingaggi quasi triplo di quella che ha il secondo monte ingaggi, ti diranno bravo.Ah voleva vendere Dybala e parla ora a giochi fatti di un campionato farlocco dopo che si e’ cacato nelle mutande tut	0	0
5894	Non solo hanno trasformato Sally in una psicopatica per cercare di redimere a tutti i costi Flo ma la stanno rendendo anche una povera disperata che fa tutto cio' solo per l'attenzione di un uomo. Flo rimarrà per sempre una criminale e arrampicatrice sociale ai mie occhi, spiace.	1	0
5895	MA CHIUDI LA BOCCA CAZZO FAI FINIRE LA CANZONE	0	0
5896	<MENTION_1> Troppo acida... Non mangio yogurt	1	0
5897	<MENTION_1> Oggi non scherzo come al solito: siete feticisti della sovranità, non capite che la sovranità degli stati non solo é essenzialmente limitata, perché sottomessa al primato di fatto del mercato, ma é da esso sempre mediata: ne é il presupposto l	0	0
5898	<MENTION_1> <MENTION_2> Ma perché? Non ti ho mica insultata o presa a parole. Madonna oh che acida. Guarda che io sono un ragazzo per bene e dolce, volevo pure comprare un mazzo di rose&#x1f44d;	1	0
5899	<MENTION_1> Ma tu stai sempre bene vedo che hai anche un gran bel buco del culo complimenti &#x1f496;&#x1f339;&#x1f48b;&#x1f493;&#x1f60b;	1	0
5900	<MENTION_1> Non vedono l’ora di dire Pioli out.C’è l’hanno in gola da mesi.Stasera ne mancano 3/4 fondamentali, magari è la volta buona.	0	0
5901	<MENTION_1> Ma i 4 schiaffi .....nn si usano +? Nemmeno i calci in culo?	0	0
5902	Il "Miracolo degli impiccati" di Raffaello diventa digitale: La digitalizzazione dell'opera…	0	0
5903	<MENTION_1> TI SBORRO SUL CUOIO CAPPELLUTO TI AMO	1	1
5904	<MENTION_1> Mamma mia ti giuro se gli schiaffi si potessero mandare &#x1f621;	1	1
5905	<MENTION_1> Bellissima gran bel culo tutto da sfondare....	1	1
5906	<MENTION_1> È roba che ti sparano in gola quando devi sottoporti a gastroscopia, ai lenoni governopropagandisti che propinano malox, per chi non è adulatore di Conte, la lidocaina servirà molto presto...	0	0
5907	VORREI AVERE LA PERSONALITÀ DI ANTONELLA ELIA. ACIDA COME IL LIMONE E IRONICA COME NESSUNA. I STAND FOR ANTONELLAELIA #TemptationIsland	0	0
5908	<MENTION_1> Togli ste mani..facci vedere..che bocce...&#x1f60b;&#x1f60b;&#x1f60b;&#x1f60b;&#x1f60b;&#x1f60b;&#x1f60b;&#x1f60b;&#x1f60b;&#x1f60b;&#x1f60b;&#x1f60b;&#x1f60b;&#x1f60b;&#x1f60b;&#x1f60b;&#x1f60b;&#x1f60b;	1	0
5909	Ti confesso che non scopo da 3 mesi, dopo la separazione con mio marito...appena prendo un uomo lo distruggo a letto!&#x1f608;&#x1f608;	0	0
5910	<MENTION_1> Ti scoperei il culo	1	0
5911	mi ricordo alla gita del quinto anno a barcellona volevamo pranzare e abbiamo trovato questo ristorante abbastanza carino, eravamo 6 in quel momento, uno dei camerieri ha spostato pure i tavoli per farci stare vicine, una cretina dice "ma questo è marocchino, allora no ja -	0	0
5912	E io ti aiuto	0	0
5913	#TemptationIslandMANILA CHE SI FA CONSIGLIARE DA ANNA MA TOGLITELA DI TORNO QUELLA PSICOPATICA	1	0
5914	Schiaffi in tha face#NowPlaying "Live Infinity" di The Dillinger Escape Plan in <MENTION_1>	0	0
5915	A Deniz date un po' di miele è insopportabile quanto è acida, peggio di uno yogurt #BayYanlış	1	0
5916	Bellissimo fondoschiena bel culo mmmm	1	0
5917	Se non rispondi te la tiri, se rispondi ce stai a provà, se non te li caghi, sei acida e c'hai in carattere de merda, se gli tieni testa, non scopi... .Ma affanculo quando c'annate?	0	0
5918	madonna se i oneus droppano l'album io mi sparo in gola capite	0	0
5919	Quello che non hai fatto nella vita ti viene a cercare, ti dà due schiaffi e ti porta a farlo.	0	0
5920	<MENTION_1> Ma volentieri bella tettona	1	0
5921	<MENTION_1> Brutta becera infame lurida cagna quanto hai preso	1	1
5922	<MENTION_1> <MENTION_2> Che bel culo	1	0
5923	<MENTION_1> Ciò di cui non vi rendete conto è che non riuscite a vincere uno scudo neanche con questa che è una lontana parente della Juve! Una squadra che ha vinto una sola delle ultime 5 partite e che si è perso il conto di quante volte sia stata rimontata	0	0
5924	diventare presuntuoso. Una volta ho visto che un ARMY aveva scritto, forse per scherzo, "i bangtannies sono saliti così in alto, mi sento così distante da loro ora, mi sembrano così lontani", e ho sentito un nodo alla gola. Per questo voglio essere un amico stretto per gli ARMY.+	0	0
5925	<MENTION_1> Che porca ...che bel culo aperto ...	1	0
5926	<MENTION_1> Che bel culo e che bella figa	1	0
5927	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> <MENTION_11> <MENTION_12> <MENTION_13> <MENTION_14> <MENTION_15> <MENTION_16> <MENTION_17> io non lo ero già da prima (soprattutto quando la psi	1	0
5928	Anna ha un bel culo.Cioè in tutti i sensi #TemptationIsland	1	0
5929	<MENTION_1> Che bel culo	1	0
5930	#SarriOut il tabagista incallito con la sua mano lurida si sta ancora toccando i suoi genitali per poi annusarsela? chiedo eh..ma chi cazzo abbiamo preso	0	0
5931	ma in quale preciso momento dire a una sconosciuta TI SCOPEREI è diventato un complimento ditemi voi raga perché io boh	0	0
5932	Peccato,quella culona cattivona dell'Eu ci dà 209 miliardi.Effettivamente era meglio la soluzione della Meloni: "obbligarvi a comprare Bot patriottici di durata cinquantennale"o pagare gli ospedali in panzerotti e mojito come suggerisce Salvini.#RecoveryFund#NextGenerationEU	1	0
5933	<MENTION_1> Anche se volessimo esprimerci è così grande l’umiliazione che le parole restano strozzate in gola!	0	0
5934	LA BALDRACCA MARTA FASCINA #MARTAFASCINA PRENDE DA UNA VITA CAZZI IN CULO DA MAFIOSI E CAMORRISTI. HA DATO CULO E FIGA A CANI E PORCI, LA TROIA #MARTAANTONIAFASCINA, PER POTER ENTRARE IN PARLAMENTO. LO SCRIVERÓ 1000 VOLTE AL GIORNO, DISTRUGGIAMO OGNI COSA DEL PEDOFILO #BERLUSCONI	1	1
5935	<MENTION_1> Sta qui si merita proprio due schiaffi	1	1
5936	<MENTION_1> hai un bel culo	1	0
5937	SIMONE BIUNDO, SULLA RIVISTA "LA BALENA BIANCA" RECENSISCE "CINQUE CARTOLINE DAL FRONTE E ALTRA CORRISPONDENZA" DI YARI BERNASCONI. via <MENTION_1>	0	0
5938	Baldracca, sicuramente ci sarà una società vicina al pd che vincerà l'appalto e come al solito avverrà la spartizione delle mazzette. Dove cazzo sta la Guardia di Finanza?	1	0
5939	<MENTION_1> <MENTION_2> <MENTION_3> E che gran bel culo	1	0
5940	<MENTION_1> ancor prima di essere una lurida perversa puttana mangiamerda è una stupenda gran fica e non tutte le porno scat possono dire altrettanto &#x2764;️&#x1f60d;&#x1f4a9;&#x1f437;	1	1
5941	<MENTION_1> Solitamente con le persone che conosco poco o sono gentilissima o acida da subito. Con te gentilissima, infatti poi la gente si illude e quando mi conosce pensa "è brava a nascondere le cose"	0	0
5942	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> La "balena gialla" come qualcuno chiamò m5s richiamandosi alla DC con Conte può prendere il largo	0	0
5943	<MENTION_1> Chi deve tampinare il puttanonee gallina documentata, si qualifica da solo, non è virile.	0	0
5944	<MENTION_1> Noi prendiamo la plebaglia lurida e zozza e loro sequestrano i pescherecci italiani. Vorrei un meteorite su coloro che siedono su poltrone di velluto rosso	0	0
5945	Qualcuno salvi Andrea da quella psicopatica #TemptationIsland	1	0
5946	<MENTION_1> Per quello non ti serve un ruolo designato: parla con i tuoi cari, racconta le tue fragilità e chiedi aiuto. Sarai una persona più forte. Migliore. A letto si insegue il piacere: a me piace essere sottomessa e dominata. Ma mai mi farei leg	0	0
5947	<MENTION_1> <MENTION_2> <MENTION_3> .<MENTION_2> parla da tempo di un piano per il Sud che è appunto il ripopolamento, umano ed economico. Ma il borgo bisogna rammentarlo ai più: la puzza acida del sugo finto, acqua colorata con qualch	0	0
5948	a taehyung è venuto un nodo alla gola a leggere di un army che aveva scritto che si sentiva lontano da loro perché ormai erano arrivati così in alto	0	0
5949	<MENTION_1> <MENTION_2> Forse perché sei acida prevenuta e antifemminista?	1	0
5950	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> Prima di essere d'accordo con questo individuo leggiti tutti i tweet dove afferma che è legittimo che dei quarantenni commentino le bocce di una 15enne	0	0
5951	L'uomo che dice "non parlare così" perché lei dice cose un po' più "sboccate" MA TI PIGLIO A SCHIAFFI #TemptationIsland	0	0
5952	<MENTION_1> se fra 12 mesi non hai altro da vendere oltre a Zaniolo, rischi che ti prendono per la gola e lo devi vendere male. poi è possibile anche che decidano di tenerlo ora, ma a quel punto vedo pochissimi margini per fare qualcosa in entrata	0	0
5953	Scolpita nel 1844 da Hiram Powers, la " Schiava greca " - di cui esistono oggi altre cinque versioni in marmo - è una delle opere d’arte americane più acclamate del XIX secolo.La catena che trattiene questa giovane donna catturata dai Turchi è un dettaglio mozzafiato.	0	0
5954	<MENTION_1> Che bel culo che hai	1	0
5955	<MENTION_1> <MENTION_2> un follower dal 2016... e ti permetti di aprire quella lurida fogna di bocca che hai.	0	0
5956	Mi sa che è leggermente cresciuta	0	0
5957	<MENTION_1> sei una porca	1	0
5958	ALISSA BUSTAMANTINel 2009 assassinò la vicina di casa Elizabeth holden.La bambina di soli 9 anni stava tornando a casa dalla scuola (abitavano nel Missouri, USA), quando Alissa la rapì, l'accoltellò e le tagliagliò la gola, per poi sotterrarla in una fossa pre-scavata	0	0
5959	porcod sto cercando di vedere le storie di pietro e non riesco mai a finirle perché mia madre inizia a parlare STAI ZITTA PORCA PUTTANA	0	0
5960	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> e mica denuncio un troll del cazzo come te... appena conoscerò il nome della lurida maestra <MENTION_5> - giuro che lo faró.	1	0
5961	<MENTION_1> Mmmm che bella visione e bel buco di culo hooooommmm tutto da sfondare e trapanare	1	1
5962	Segnaliamo Mario? Grazie	0	0
5963	Antonio ti prenderei a schiaffi, come fa a dire mi manchi, quando con Ilaria fai tutto. Coglione	0	0
5964	Anche stasera la mia solidarietà e vicinanza ad <MENTION_1> offesa, insultata e minacciata dai “tototroll” (cit.<MENTION_2> ) fascisti... non sei sola, Azzurra &#x1f64f;&#x270a;&#x270a;	0	0
5965	<MENTION_1> <MENTION_2> Hai ragione, ma nn gli italiani si sn arresi, solo uno si é fatto comprare cm una baldracca da 20€.L'unica soluzione non é la piazza, ma una vera e propria guerra civile: purtroppo, ci vuole sempre un fatto che inneschi la micc	1	0
5966	<MENTION_1> Come ti scoperei subito	1	1
5967	<MENTION_1> Gentilissima come una cagna in calore sei.	1	0
5968	<MENTION_1> Che bel culo te li bacerei tutto prima di..........	1	0
5969	<MENTION_1> Che bocce	1	0
5970	<MENTION_1> Rica #culona	1	1
5971	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> Zingaretti e’ da schiaffi	0	0
5972	Faccio coming out:desidero questi sandali e domani mattina vado a comprarli. Ok,probabilmente la mia tettona mi impedirà di metterli quando sarò con lei,ma un uomo a volte deve essere coraggioso!!! IO LI VOGLIO!!!	1	0
5973	<MENTION_1> <MENTION_2> ha le tette bel culo &#x1f926;‍♂️	1	0
5974	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> Se fate i leoni anche dal vivo e poi capita (spesso) che qualcuno vi prenda a schiaffi, dovreste essere uomini e tenerselo. Invece voi sinistri siete coraggiosissimi solo coperti da tastiera e 	0	0
5975	<MENTION_1> sei la prima che ho pinnato chiudi la bocca	1	0
5976	<MENTION_1> che bel culo	1	0
5977	<MENTION_1> Ti scopo io	1	0
5978	aw brava cancella i tweet sessisti e parati il culo con questo finto femminismo, go ahead girl give us nothing	0	0
5979	<MENTION_1> Quel bel culo &#x1f60d;&#x1f60d;&#x1f60d;che voglia di scoparti cazzo	1	0
5980	<MENTION_1> Sembra quella psicopatica della mia cagnolina &#x1f602;&#x1f602;	0	0
5981	<MENTION_1> <MENTION_2> Ho detto che è una "socialmente bella", una "dea" che per gli standard generici del 2020 la fanno pensare per una gnocca della madonna.Ma che, PER ME, non ha un minimo di stile e cosa che mi faccia dire "alla faccia del bicarbonat	1	0
5982	Qui dentro c’è gente che chiama altra gente “psicopatica, pazza” poi vai a vedere e sono dei mitomani morti di attenzioni e followers da far paura. Gente che pur di avere attenzioni anche se si parla di (es.)Parmigiana, risponde con video o foto personali. Cringe livello 28282929	0	0
5983	Siamo passati ad una cifra... -9, il cuore in gola e già tremo dall’emozione. &#x1f3e1;&#x1f468;&#x200d;&#x1f469;&#x200d;&#x1f466;	0	0
5984	Anna è la più psicopatica di tutte le edizione nip e vip di #TemptationIsland.E di pazze scatenate ne abbiamo viste in questi anni.	1	0
5985	Però ha un bel culo bisogna ammetterlo	1	0
5986	#NOME?	1	0
5987	<MENTION_1> con un bel culo cosi, non fai fatica a trovare chi ti scopa......e ti offre anche la cena, se vuoi.........almeno io te la offrirei..!!	1	0
5988	ti lamenti delle serate alcoliche come se ti puntassero la pistola in testa io mi vergognerei a 20 anni a passare… — Amore io invece mi vergognerei a fare l'acida sui cc altrui... a ognuno i suoi parametri di giudizio...	1	0
5989	<MENTION_1> Ti scopo	1	1
5990	<MENTION_1> Ho visto .. complimenti ancora hai veramente un bel culo	1	0
5991	Sta Ilaria comunque è una discreta figa di legno #TemptationIsland	1	0
5992	Salv1ni&soci hanno avallato la parte peggiore delle FdO,di tragedia in tragedia.Abbiamo visto la Digos dalla parte del + forte,arrestare,intimidire,proteggere nazipusher che ci urlavano:ti stupro brutta troia,sostenere l'antistato contro giustizia&legalità E oraSiamoAlPeggio	0	0
5993	<MENTION_1> <MENTION_2> Mi sborri in gola	1	0
5994	Prendetevi a schiaffi di ritorno da Udine, <MENTION_1> con ritorno da Udine intendo che prendete la via sotto i piedi e ve ne tornate a piedi.	0	0
5995	<MENTION_1> O Marcò ma dici la verità, forse qualche volta l'hai mandata in bianco a questa che sta così acida?	1	0
5996	<MENTION_1> O si, mi piacerebbe tantissimo, che voglia di piantartelo tutto in bocca fino in fondo alla gola per poi sborrarci dentro &#x1f4a6;&#x1f4a6;&#x1f4a6;&#x1f4a6;&#x1f4a6;&#x1f4a6;&#x1f4a6;&#x1f4a6;&#x1f4a6;piccola e bellissima troia	1	1
5997	<MENTION_1> Lo so ognuno ha la sua croce se vai su a colombo e vedi na regazzina bassina con bel culo è lei &#x1f614;	1	0
5998	<MENTION_1> madonna qui partono gli schiaffi	0	0
5999	<MENTION_1> Che bel culo	1	0
6000	<MENTION_1> Indovina chi sta piangendo perché va in piscina e odia mettere il costume perché si sente una balena obesa.	1	0
